or,de,Distance
70+Gerrard+St.+E.+Toronto,SHERBOURNE+STATION,1662
3410+Bayview+Avenue+Toronto,SHERBOURNE+STATION,14976
525+Bloor+Street+East+Toronto,SHERBOURNE+STATION,124
87+Pembroke+St+Toronto,SHERBOURNE+STATION,1524
101+Ontario+Street+Toronto,SHERBOURNE+STATION,2305
2808+Dundas+St+W+Toronto,SHERBOURNE+STATION,7499
723+Queen+Street+West+Toronto,SHERBOURNE+STATION,5036
107+Jarvis+Street+Toronto,SHERBOURNE+STATION,2404
Sherbourne+Street+Toronto,SHERBOURNE+STATION,1272
29+Leslie+Street+Toronto,SHERBOURNE+STATION,5086
2671+Islington+Avenue+Toronto,SHERBOURNE+STATION,19881
502+Spadina+Ave.+Toronto,SHERBOURNE+STATION,3240
191+Spadina+Road+Toronto,SHERBOURNE+STATION,2894
95+Wellesley+St.+E.+Toronto,SHERBOURNE+STATION,997
23+Grange+Road+Toronto,SHERBOURNE+STATION,3454
875+Queen+St+E+Toronto,SHERBOURNE+STATION,3858
7+Vanauley+Street+Toronto,SHERBOURNE+STATION,4349
21+Walmer+Rd.+Toronto,SHERBOURNE+STATION,2580
80+Woodlawn+Ave.+East+Toronto,SHERBOURNE+STATION,2540
6+Warrendale+Court+Etobicoke,SHERBOURNE+STATION,21279
348+Davenport+Rd.+Toronto,SHERBOURNE+STATION,2282
167+College+Street+Toronto,SHERBOURNE+STATION,2631
702+Kennedy+Road+Scarborough,SHERBOURNE+STATION,12541
265+Queens+Drive+Toronto,SHERBOURNE+STATION,13504
248+Dufferin+Street+Toronto,SHERBOURNE+STATION,7320
177+Caledonia+Rd+Toronto,SHERBOURNE+STATION,7731
747+Warden+Ave+Toronto,SHERBOURNE+STATION,10465
100+Lippincott+Street+Toronto,SPADINA+STATION,1479
973+Lansdowne+Avenue+Toronto,SPADINA+STATION,4195
43+Christie+Street+Toronto,SPADINA+STATION,1491
1229+Ellesmere+Road+Toronto,SPADINA+STATION,19521
1651+Sheppard+Ave+West+Toronto,SPADINA+STATION,13802
4222+Kingston+Road+Toronto,SPADINA+STATION,20902
38+Bathrust+St+Toronto,SPADINA+STATION,3460
291+Sherbourne+Street+Toronto,SPADINA+STATION,3378
3306+Kingston+Road+Toronto,SPADINA+STATION,17241
339+George+Street+Toronto,SPADINA+STATION,3276
129+Peter+St+Toronto,SPADINA+STATION,2500
674+Dundas+St.+W+Toronto,SPADINA+STATION,2137
616+Vaughan+Road+Toronto+Toronto,SPADINA+STATION,4654
20+Gerrard+Street+East+Toronto,SPADINA+STATION,2577
2714+Danforth+Avenue+Toronto,SPADINA+STATION,9007
349+George+Street+Toronto,SPADINA+STATION,3208
60+Brant+Street+Toronto,SPADINA+STATION,2581
360+Lesmill+Road+North+York,SPADINA+STATION,14494
25+Canterbury+Place+North+York,SPADINA+STATION,12981
"490+Sherbourne+Street,+2nd+floor+Toronto",SPADINA+STATION,2874
512+Jarvis+St.+Toronto,SPADINA+STATION,2473
86+Lombard+St.+Toronto,SPADINA+STATION,3828
1161+Caledonia+Road+Toronto,SPADINA+STATION,8975
412+Queen+Street+East+Toronto,SPADINA+STATION,4603
702+Kennedy+Rd+Toronto,SPADINA+STATION,14964
1322+Bloor+Street+West+Toronto,SPADINA+STATION,3384
3576+St.+Clair+Avenue+East+Scarborough,SPADINA+STATION,13905
805A+Wellington+Street+W+Toronto,SPADINA+STATION,3996
422+Gilbert+Avenue+Toronto,SPADINA+STATION,7053
1076+Pape+Avenue+Toronto,SPADINA+STATION,5968
14+Vaughan+Road+Toronto,SPADINA+STATION,2373
558+Bathurst+Street+Toronto,SPADINA+STATION,1464
126+Pape+Avenue+Toronto,SPADINA+STATION,6725
60+Newcastle+Street+Toronto,SPADINA+STATION,11245
70+Gerrard+St.+E.+Toronto,SPADINA+STATION,2853
3410+Bayview+Avenue+Toronto,SPADINA+STATION,16816
525+Bloor+Street+East+Toronto,SPADINA+STATION,2595
87+Pembroke+St+Toronto,SPADINA+STATION,3448
101+Ontario+Street+Toronto,SPADINA+STATION,4322
2808+Dundas+St+W+Toronto,SPADINA+STATION,5525
723+Queen+Street+West+Toronto,SPADINA+STATION,2981
107+Jarvis+Street+Toronto,SPADINA+STATION,3957
Sherbourne+Street+Toronto,SPADINA+STATION,3290
29+Leslie+Street+Toronto,SPADINA+STATION,7557
2671+Islington+Avenue+Toronto,SPADINA+STATION,18073
502+Spadina+Ave.+Toronto,SPADINA+STATION,1082
191+Spadina+Road+Toronto,SPADINA+STATION,723
95+Wellesley+St.+E.+Toronto,SPADINA+STATION,2420
23+Grange+Road+Toronto,SPADINA+STATION,2248
875+Queen+St+E+Toronto,SPADINA+STATION,6329
7+Vanauley+Street+Toronto,SPADINA+STATION,2334
21+Walmer+Rd.+Toronto,SPADINA+STATION,381
80+Woodlawn+Ave.+East+Toronto,SPADINA+STATION,3059
6+Warrendale+Court+Etobicoke,SPADINA+STATION,19471
348+Davenport+Rd.+Toronto,SPADINA+STATION,1354
167+College+Street+Toronto,SPADINA+STATION,1549
702+Kennedy+Road+Scarborough,SPADINA+STATION,14964
265+Queens+Drive+Toronto,SPADINA+STATION,11696
248+Dufferin+Street+Toronto,SPADINA+STATION,5208
177+Caledonia+Rd+Toronto,SPADINA+STATION,5923
747+Warden+Ave+Toronto,SPADINA+STATION,12888
100+Lippincott+Street+Toronto,ST+ANDREW+STATION,2842
973+Lansdowne+Avenue+Toronto,ST+ANDREW+STATION,6779
43+Christie+Street+Toronto,ST+ANDREW+STATION,4468
1229+Ellesmere+Road+Toronto,ST+ANDREW+STATION,20201
1651+Sheppard+Ave+West+Toronto,ST+ANDREW+STATION,16858
4222+Kingston+Road+Toronto,ST+ANDREW+STATION,20726
38+Bathrust+St+Toronto,ST+ANDREW+STATION,1776
291+Sherbourne+Street+Toronto,ST+ANDREW+STATION,2304
3306+Kingston+Road+Toronto,ST+ANDREW+STATION,17072
339+George+Street+Toronto,ST+ANDREW+STATION,2114
129+Peter+St+Toronto,ST+ANDREW+STATION,874
674+Dundas+St.+W+Toronto,ST+ANDREW+STATION,2084
616+Vaughan+Road+Toronto+Toronto,ST+ANDREW+STATION,7711
20+Gerrard+Street+East+Toronto,ST+ANDREW+STATION,1762
2714+Danforth+Avenue+Toronto,ST+ANDREW+STATION,9475
349+George+Street+Toronto,ST+ANDREW+STATION,2183
60+Brant+Street+Toronto,ST+ANDREW+STATION,1256
360+Lesmill+Road+North+York,ST+ANDREW+STATION,16138
25+Canterbury+Place+North+York,ST+ANDREW+STATION,14758
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+ANDREW+STATION,3096
512+Jarvis+St.+Toronto,ST+ANDREW+STATION,3003
86+Lombard+St.+Toronto,ST+ANDREW+STATION,1192
1161+Caledonia+Road+Toronto,ST+ANDREW+STATION,12032
412+Queen+Street+East+Toronto,ST+ANDREW+STATION,2285
702+Kennedy+Rd+Toronto,ST+ANDREW+STATION,15446
1322+Bloor+Street+West+Toronto,ST+ANDREW+STATION,5906
3576+St.+Clair+Avenue+East+Scarborough,ST+ANDREW+STATION,14178
805A+Wellington+Street+W+Toronto,ST+ANDREW+STATION,2306
422+Gilbert+Avenue+Toronto,ST+ANDREW+STATION,9970
1076+Pape+Avenue+Toronto,ST+ANDREW+STATION,7038
14+Vaughan+Road+Toronto,ST+ANDREW+STATION,5461
558+Bathurst+Street+Toronto,ST+ANDREW+STATION,3020
126+Pape+Avenue+Toronto,ST+ANDREW+STATION,4295
60+Newcastle+Street+Toronto,ST+ANDREW+STATION,11222
70+Gerrard+St.+E.+Toronto,ST+ANDREW+STATION,2039
3410+Bayview+Avenue+Toronto,ST+ANDREW+STATION,18621
525+Bloor+Street+East+Toronto,ST+ANDREW+STATION,3790
87+Pembroke+St+Toronto,ST+ANDREW+STATION,2109
101+Ontario+Street+Toronto,ST+ANDREW+STATION,1800
2808+Dundas+St+W+Toronto,ST+ANDREW+STATION,7667
723+Queen+Street+West+Toronto,ST+ANDREW+STATION,1994
107+Jarvis+Street+Toronto,ST+ANDREW+STATION,1214
Sherbourne+Street+Toronto,ST+ANDREW+STATION,2393
29+Leslie+Street+Toronto,ST+ANDREW+STATION,4918
2671+Islington+Avenue+Toronto,ST+ANDREW+STATION,20354
502+Spadina+Ave.+Toronto,ST+ANDREW+STATION,2264
191+Spadina+Road+Toronto,ST+ANDREW+STATION,3812
95+Wellesley+St.+E.+Toronto,ST+ANDREW+STATION,2770
23+Grange+Road+Toronto,ST+ANDREW+STATION,932
875+Queen+St+E+Toronto,ST+ANDREW+STATION,3658
7+Vanauley+Street+Toronto,ST+ANDREW+STATION,1362
21+Walmer+Rd.+Toronto,ST+ANDREW+STATION,3358
80+Woodlawn+Ave.+East+Toronto,ST+ANDREW+STATION,4754
6+Warrendale+Court+Etobicoke,ST+ANDREW+STATION,21752
348+Davenport+Rd.+Toronto,ST+ANDREW+STATION,3558
167+College+Street+Toronto,ST+ANDREW+STATION,1655
702+Kennedy+Road+Scarborough,ST+ANDREW+STATION,15446
265+Queens+Drive+Toronto,ST+ANDREW+STATION,13976
248+Dufferin+Street+Toronto,ST+ANDREW+STATION,3660
177+Caledonia+Rd+Toronto,ST+ANDREW+STATION,8840
747+Warden+Ave+Toronto,ST+ANDREW+STATION,13654
100+Lippincott+Street+Toronto,ST+CLAIR+STATION,4670
973+Lansdowne+Avenue+Toronto,ST+CLAIR+STATION,5734
43+Christie+Street+Toronto,ST+CLAIR+STATION,4292
1229+Ellesmere+Road+Toronto,ST+CLAIR+STATION,16409
1651+Sheppard+Ave+West+Toronto,ST+CLAIR+STATION,12833
4222+Kingston+Road+Toronto,ST+CLAIR+STATION,20003
38+Bathrust+St+Toronto,ST+CLAIR+STATION,6631
291+Sherbourne+Street+Toronto,ST+CLAIR+STATION,4032
3306+Kingston+Road+Toronto,ST+CLAIR+STATION,16342
339+George+Street+Toronto,ST+CLAIR+STATION,3958
129+Peter+St+Toronto,ST+CLAIR+STATION,5176
674+Dundas+St.+W+Toronto,ST+CLAIR+STATION,5217
616+Vaughan+Road+Toronto+Toronto,ST+CLAIR+STATION,4313
20+Gerrard+Street+East+Toronto,ST+CLAIR+STATION,3374
2714+Danforth+Avenue+Toronto,ST+CLAIR+STATION,9269
349+George+Street+Toronto,ST+CLAIR+STATION,3889
60+Brant+Street+Toronto,ST+CLAIR+STATION,5615
360+Lesmill+Road+North+York,ST+CLAIR+STATION,11346
25+Canterbury+Place+North+York,ST+CLAIR+STATION,9819
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+CLAIR+STATION,3286
512+Jarvis+St.+Toronto,ST+CLAIR+STATION,2885
86+Lombard+St.+Toronto,ST+CLAIR+STATION,4564
1161+Caledonia+Road+Toronto,ST+CLAIR+STATION,8634
412+Queen+Street+East+Toronto,ST+CLAIR+STATION,5256
702+Kennedy+Rd+Toronto,ST+CLAIR+STATION,13537
1322+Bloor+Street+West+Toronto,ST+CLAIR+STATION,6435
3576+St.+Clair+Avenue+East+Scarborough,ST+CLAIR+STATION,12811
805A+Wellington+Street+W+Toronto,ST+CLAIR+STATION,7168
422+Gilbert+Avenue+Toronto,ST+CLAIR+STATION,6808
1076+Pape+Avenue+Toronto,ST+CLAIR+STATION,5564
14+Vaughan+Road+Toronto,ST+CLAIR+STATION,2300
558+Bathurst+Street+Toronto,ST+CLAIR+STATION,4636
126+Pape+Avenue+Toronto,ST+CLAIR+STATION,7097
60+Newcastle+Street+Toronto,ST+CLAIR+STATION,14296
70+Gerrard+St.+E.+Toronto,ST+CLAIR+STATION,3535
3410+Bayview+Avenue+Toronto,ST+CLAIR+STATION,13822
525+Bloor+Street+East+Toronto,ST+CLAIR+STATION,3007
87+Pembroke+St+Toronto,ST+CLAIR+STATION,4102
101+Ontario+Street+Toronto,ST+CLAIR+STATION,4976
2808+Dundas+St+W+Toronto,ST+CLAIR+STATION,7100
723+Queen+Street+West+Toronto,ST+CLAIR+STATION,6152
107+Jarvis+Street+Toronto,ST+CLAIR+STATION,4646
Sherbourne+Street+Toronto,ST+CLAIR+STATION,3943
29+Leslie+Street+Toronto,ST+CLAIR+STATION,7959
2671+Islington+Avenue+Toronto,ST+CLAIR+STATION,17989
502+Spadina+Ave.+Toronto,ST+CLAIR+STATION,4273
191+Spadina+Road+Toronto,ST+CLAIR+STATION,2478
95+Wellesley+St.+E.+Toronto,ST+CLAIR+STATION,2972
23+Grange+Road+Toronto,ST+CLAIR+STATION,4654
875+Queen+St+E+Toronto,ST+CLAIR+STATION,6741
7+Vanauley+Street+Toronto,ST+CLAIR+STATION,5360
21+Walmer+Rd.+Toronto,ST+CLAIR+STATION,3242
80+Woodlawn+Ave.+East+Toronto,ST+CLAIR+STATION,665
6+Warrendale+Court+Etobicoke,ST+CLAIR+STATION,19387
348+Davenport+Rd.+Toronto,ST+CLAIR+STATION,2053
167+College+Street+Toronto,ST+CLAIR+STATION,3842
702+Kennedy+Road+Scarborough,ST+CLAIR+STATION,13537
265+Queens+Drive+Toronto,ST+CLAIR+STATION,11357
248+Dufferin+Street+Toronto,ST+CLAIR+STATION,8259
177+Caledonia+Rd+Toronto,ST+CLAIR+STATION,5774
747+Warden+Ave+Toronto,ST+CLAIR+STATION,11461
100+Lippincott+Street+Toronto,ST+CLAIR+WEST+STATION,3399
973+Lansdowne+Avenue+Toronto,ST+CLAIR+WEST+STATION,4202
43+Christie+Street+Toronto,ST+CLAIR+WEST+STATION,2833
1229+Ellesmere+Road+Toronto,ST+CLAIR+WEST+STATION,18100
1651+Sheppard+Ave+West+Toronto,ST+CLAIR+WEST+STATION,11680
4222+Kingston+Road+Toronto,ST+CLAIR+WEST+STATION,21878
38+Bathrust+St+Toronto,ST+CLAIR+WEST+STATION,5168
291+Sherbourne+Street+Toronto,ST+CLAIR+WEST+STATION,5408
3306+Kingston+Road+Toronto,ST+CLAIR+WEST+STATION,18218
339+George+Street+Toronto,ST+CLAIR+WEST+STATION,5334
129+Peter+St+Toronto,ST+CLAIR+WEST+STATION,4898
674+Dundas+St.+W+Toronto,ST+CLAIR+WEST+STATION,4109
616+Vaughan+Road+Toronto+Toronto,ST+CLAIR+WEST+STATION,2532
20+Gerrard+Street+East+Toronto,ST+CLAIR+WEST+STATION,4750
2714+Danforth+Avenue+Toronto,ST+CLAIR+WEST+STATION,10796
349+George+Street+Toronto,ST+CLAIR+WEST+STATION,5265
60+Brant+Street+Toronto,ST+CLAIR+WEST+STATION,4950
360+Lesmill+Road+North+York,ST+CLAIR+WEST+STATION,13037
25+Canterbury+Place+North+York,ST+CLAIR+WEST+STATION,11525
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+CLAIR+WEST+STATION,4662
512+Jarvis+St.+Toronto,ST+CLAIR+WEST+STATION,4261
86+Lombard+St.+Toronto,ST+CLAIR+WEST+STATION,5940
1161+Caledonia+Road+Toronto,ST+CLAIR+WEST+STATION,6854
412+Queen+Street+East+Toronto,ST+CLAIR+WEST+STATION,6632
702+Kennedy+Rd+Toronto,ST+CLAIR+WEST+STATION,15412
1322+Bloor+Street+West+Toronto,ST+CLAIR+WEST+STATION,4978
3576+St.+Clair+Avenue+East+Scarborough,ST+CLAIR+WEST+STATION,14687
805A+Wellington+Street+W+Toronto,ST+CLAIR+WEST+STATION,5704
422+Gilbert+Avenue+Toronto,ST+CLAIR+WEST+STATION,5028
1076+Pape+Avenue+Toronto,ST+CLAIR+WEST+STATION,7440
14+Vaughan+Road+Toronto,ST+CLAIR+WEST+STATION,542
558+Bathurst+Street+Toronto,ST+CLAIR+WEST+STATION,3173
126+Pape+Avenue+Toronto,ST+CLAIR+WEST+STATION,8513
60+Newcastle+Street+Toronto,ST+CLAIR+WEST+STATION,12840
70+Gerrard+St.+E.+Toronto,ST+CLAIR+WEST+STATION,4911
3410+Bayview+Avenue+Toronto,ST+CLAIR+WEST+STATION,15359
525+Bloor+Street+East+Toronto,ST+CLAIR+WEST+STATION,4383
87+Pembroke+St+Toronto,ST+CLAIR+WEST+STATION,5478
101+Ontario+Street+Toronto,ST+CLAIR+WEST+STATION,6352
2808+Dundas+St+W+Toronto,ST+CLAIR+WEST+STATION,5339
723+Queen+Street+West+Toronto,ST+CLAIR+WEST+STATION,4689
107+Jarvis+Street+Toronto,ST+CLAIR+WEST+STATION,6022
Sherbourne+Street+Toronto,ST+CLAIR+WEST+STATION,5319
29+Leslie+Street+Toronto,ST+CLAIR+WEST+STATION,9345
2671+Islington+Avenue+Toronto,ST+CLAIR+WEST+STATION,16199
502+Spadina+Ave.+Toronto,ST+CLAIR+WEST+STATION,3469
191+Spadina+Road+Toronto,ST+CLAIR+WEST+STATION,1675
95+Wellesley+St.+E.+Toronto,ST+CLAIR+WEST+STATION,4348
23+Grange+Road+Toronto,ST+CLAIR+WEST+STATION,4646
875+Queen+St+E+Toronto,ST+CLAIR+WEST+STATION,8117
7+Vanauley+Street+Toronto,ST+CLAIR+WEST+STATION,4812
21+Walmer+Rd.+Toronto,ST+CLAIR+WEST+STATION,2439
80+Woodlawn+Ave.+East+Toronto,ST+CLAIR+WEST+STATION,2505
6+Warrendale+Court+Etobicoke,ST+CLAIR+WEST+STATION,17597
348+Davenport+Rd.+Toronto,ST+CLAIR+WEST+STATION,1858
167+College+Street+Toronto,ST+CLAIR+WEST+STATION,3947
702+Kennedy+Road+Scarborough,ST+CLAIR+WEST+STATION,15412
265+Queens+Drive+Toronto,ST+CLAIR+WEST+STATION,9577
248+Dufferin+Street+Toronto,ST+CLAIR+WEST+STATION,6803
177+Caledonia+Rd+Toronto,ST+CLAIR+WEST+STATION,3984
747+Warden+Ave+Toronto,ST+CLAIR+WEST+STATION,13336
100+Lippincott+Street+Toronto,ST+GEORGE+STATION,1810
973+Lansdowne+Avenue+Toronto,ST+GEORGE+STATION,4562
43+Christie+Street+Toronto,ST+GEORGE+STATION,1829
1229+Ellesmere+Road+Toronto,ST+GEORGE+STATION,19198
1651+Sheppard+Ave+West+Toronto,ST+GEORGE+STATION,14084
4222+Kingston+Road+Toronto,ST+GEORGE+STATION,20578
38+Bathrust+St+Toronto,ST+GEORGE+STATION,3660
291+Sherbourne+Street+Toronto,ST+GEORGE+STATION,3135
3306+Kingston+Road+Toronto,ST+GEORGE+STATION,16918
339+George+Street+Toronto,ST+GEORGE+STATION,3033
129+Peter+St+Toronto,ST+GEORGE+STATION,2383
674+Dundas+St.+W+Toronto,ST+GEORGE+STATION,2397
616+Vaughan+Road+Toronto+Toronto,ST+GEORGE+STATION,4937
20+Gerrard+Street+East+Toronto,ST+GEORGE+STATION,2333
2714+Danforth+Avenue+Toronto,ST+GEORGE+STATION,8684
349+George+Street+Toronto,ST+GEORGE+STATION,2964
60+Brant+Street+Toronto,ST+GEORGE+STATION,2794
360+Lesmill+Road+North+York,ST+GEORGE+STATION,14201
25+Canterbury+Place+North+York,ST+GEORGE+STATION,12688
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+GEORGE+STATION,2550
512+Jarvis+St.+Toronto,ST+GEORGE+STATION,2149
86+Lombard+St.+Toronto,ST+GEORGE+STATION,3585
1161+Caledonia+Road+Toronto,ST+GEORGE+STATION,9258
412+Queen+Street+East+Toronto,ST+GEORGE+STATION,4360
702+Kennedy+Rd+Toronto,ST+GEORGE+STATION,14640
1322+Bloor+Street+West+Toronto,ST+GEORGE+STATION,3721
3576+St.+Clair+Avenue+East+Scarborough,ST+GEORGE+STATION,13581
805A+Wellington+Street+W+Toronto,ST+GEORGE+STATION,4197
422+Gilbert+Avenue+Toronto,ST+GEORGE+STATION,7335
1076+Pape+Avenue+Toronto,ST+GEORGE+STATION,5644
14+Vaughan+Road+Toronto,ST+GEORGE+STATION,2655
558+Bathurst+Street+Toronto,ST+GEORGE+STATION,1786
126+Pape+Avenue+Toronto,ST+GEORGE+STATION,6401
60+Newcastle+Street+Toronto,ST+GEORGE+STATION,11583
70+Gerrard+St.+E.+Toronto,ST+GEORGE+STATION,2610
3410+Bayview+Avenue+Toronto,ST+GEORGE+STATION,16523
525+Bloor+Street+East+Toronto,ST+GEORGE+STATION,2271
87+Pembroke+St+Toronto,ST+GEORGE+STATION,3205
101+Ontario+Street+Toronto,ST+GEORGE+STATION,4079
2808+Dundas+St+W+Toronto,ST+GEORGE+STATION,5893
723+Queen+Street+West+Toronto,ST+GEORGE+STATION,3181
107+Jarvis+Street+Toronto,ST+GEORGE+STATION,3714
Sherbourne+Street+Toronto,ST+GEORGE+STATION,3047
29+Leslie+Street+Toronto,ST+GEORGE+STATION,7233
2671+Islington+Avenue+Toronto,ST+GEORGE+STATION,18356
502+Spadina+Ave.+Toronto,ST+GEORGE+STATION,1384
191+Spadina+Road+Toronto,ST+GEORGE+STATION,1039
95+Wellesley+St.+E.+Toronto,ST+GEORGE+STATION,2135
23+Grange+Road+Toronto,ST+GEORGE+STATION,2013
875+Queen+St+E+Toronto,ST+GEORGE+STATION,6005
7+Vanauley+Street+Toronto,ST+GEORGE+STATION,2540
21+Walmer+Rd.+Toronto,ST+GEORGE+STATION,719
80+Woodlawn+Ave.+East+Toronto,ST+GEORGE+STATION,2784
6+Warrendale+Court+Etobicoke,ST+GEORGE+STATION,19754
348+Davenport+Rd.+Toronto,ST+GEORGE+STATION,1035
167+College+Street+Toronto,ST+GEORGE+STATION,1314
702+Kennedy+Road+Scarborough,ST+GEORGE+STATION,14640
265+Queens+Drive+Toronto,ST+GEORGE+STATION,11979
248+Dufferin+Street+Toronto,ST+GEORGE+STATION,5546
177+Caledonia+Rd+Toronto,ST+GEORGE+STATION,6206
747+Warden+Ave+Toronto,ST+GEORGE+STATION,12564
100+Lippincott+Street+Toronto,ST+PATRICK+STATION,1998
973+Lansdowne+Avenue+Toronto,ST+PATRICK+STATION,6124
43+Christie+Street+Toronto,ST+PATRICK+STATION,3624
1229+Ellesmere+Road+Toronto,ST+PATRICK+STATION,19840
1651+Sheppard+Ave+West+Toronto,ST+PATRICK+STATION,16014
4222+Kingston+Road+Toronto,ST+PATRICK+STATION,20657
38+Bathrust+St+Toronto,ST+PATRICK+STATION,2546
291+Sherbourne+Street+Toronto,ST+PATRICK+STATION,1740
3306+Kingston+Road+Toronto,ST+PATRICK+STATION,17004
339+George+Street+Toronto,ST+PATRICK+STATION,1496
129+Peter+St+Toronto,ST+PATRICK+STATION,1073
674+Dundas+St.+W+Toronto,ST+PATRICK+STATION,1295
616+Vaughan+Road+Toronto+Toronto,ST+PATRICK+STATION,6866
20+Gerrard+Street+East+Toronto,ST+PATRICK+STATION,929
2714+Danforth+Avenue+Toronto,ST+PATRICK+STATION,9170
349+George+Street+Toronto,ST+PATRICK+STATION,1565
60+Brant+Street+Toronto,ST+PATRICK+STATION,1591
360+Lesmill+Road+North+York,ST+PATRICK+STATION,15321
25+Canterbury+Place+North+York,ST+PATRICK+STATION,13926
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+PATRICK+STATION,2346
512+Jarvis+St.+Toronto,ST+PATRICK+STATION,2186
86+Lombard+St.+Toronto,ST+PATRICK+STATION,1544
1161+Caledonia+Road+Toronto,ST+PATRICK+STATION,11187
412+Queen+Street+East+Toronto,ST+PATRICK+STATION,2391
702+Kennedy+Rd+Toronto,ST+PATRICK+STATION,15329
1322+Bloor+Street+West+Toronto,ST+PATRICK+STATION,5251
3576+St.+Clair+Avenue+East+Scarborough,ST+PATRICK+STATION,14060
805A+Wellington+Street+W+Toronto,ST+PATRICK+STATION,3084
422+Gilbert+Avenue+Toronto,ST+PATRICK+STATION,9314
1076+Pape+Avenue+Toronto,ST+PATRICK+STATION,6287
14+Vaughan+Road+Toronto,ST+PATRICK+STATION,4617
558+Bathurst+Street+Toronto,ST+PATRICK+STATION,2231
126+Pape+Avenue+Toronto,ST+PATRICK+STATION,4501
60+Newcastle+Street+Toronto,ST+PATRICK+STATION,11485
70+Gerrard+St.+E.+Toronto,ST+PATRICK+STATION,1206
3410+Bayview+Avenue+Toronto,ST+PATRICK+STATION,17803
525+Bloor+Street+East+Toronto,ST+PATRICK+STATION,3039
87+Pembroke+St+Toronto,ST+PATRICK+STATION,1488
101+Ontario+Street+Toronto,ST+PATRICK+STATION,2059
2808+Dundas+St+W+Toronto,ST+PATRICK+STATION,7011
723+Queen+Street+West+Toronto,ST+PATRICK+STATION,2067
107+Jarvis+Street+Toronto,ST+PATRICK+STATION,1627
Sherbourne+Street+Toronto,ST+PATRICK+STATION,1713
29+Leslie+Street+Toronto,ST+PATRICK+STATION,5261
2671+Islington+Avenue+Toronto,ST+PATRICK+STATION,19699
502+Spadina+Ave.+Toronto,ST+PATRICK+STATION,1420
191+Spadina+Road+Toronto,ST+PATRICK+STATION,2968
95+Wellesley+St.+E.+Toronto,ST+PATRICK+STATION,1938
23+Grange+Road+Toronto,ST+PATRICK+STATION,554
875+Queen+St+E+Toronto,ST+PATRICK+STATION,4001
7+Vanauley+Street+Toronto,ST+PATRICK+STATION,1435
21+Walmer+Rd.+Toronto,ST+PATRICK+STATION,2513
80+Woodlawn+Ave.+East+Toronto,ST+PATRICK+STATION,3922
6+Warrendale+Court+Etobicoke,ST+PATRICK+STATION,21096
348+Davenport+Rd.+Toronto,ST+PATRICK+STATION,2714
167+College+Street+Toronto,ST+PATRICK+STATION,811
702+Kennedy+Road+Scarborough,ST+PATRICK+STATION,15329
265+Queens+Drive+Toronto,ST+PATRICK+STATION,13321
248+Dufferin+Street+Toronto,ST+PATRICK+STATION,4422
177+Caledonia+Rd+Toronto,ST+PATRICK+STATION,8185
747+Warden+Ave+Toronto,ST+PATRICK+STATION,13207
100+Lippincott+Street+Toronto,SUMMERHILL+STATION,4165
973+Lansdowne+Avenue+Toronto,SUMMERHILL+STATION,5258
43+Christie+Street+Toronto,SUMMERHILL+STATION,3816
1229+Ellesmere+Road+Toronto,SUMMERHILL+STATION,16902
1651+Sheppard+Ave+West+Toronto,SUMMERHILL+STATION,13537
4222+Kingston+Road+Toronto,SUMMERHILL+STATION,20561
38+Bathrust+St+Toronto,SUMMERHILL+STATION,5878
291+Sherbourne+Street+Toronto,SUMMERHILL+STATION,3429
3306+Kingston+Road+Toronto,SUMMERHILL+STATION,16901
339+George+Street+Toronto,SUMMERHILL+STATION,3355
129+Peter+St+Toronto,SUMMERHILL+STATION,4573
674+Dundas+St.+W+Toronto,SUMMERHILL+STATION,4615
616+Vaughan+Road+Toronto+Toronto,SUMMERHILL+STATION,5017
20+Gerrard+Street+East+Toronto,SUMMERHILL+STATION,2772
2714+Danforth+Avenue+Toronto,SUMMERHILL+STATION,8667
349+George+Street+Toronto,SUMMERHILL+STATION,3287
60+Brant+Street+Toronto,SUMMERHILL+STATION,5012
360+Lesmill+Road+North+York,SUMMERHILL+STATION,11839
25+Canterbury+Place+North+York,SUMMERHILL+STATION,10523
"490+Sherbourne+Street,+2nd+floor+Toronto",SUMMERHILL+STATION,2684
512+Jarvis+St.+Toronto,SUMMERHILL+STATION,2283
86+Lombard+St.+Toronto,SUMMERHILL+STATION,3961
1161+Caledonia+Road+Toronto,SUMMERHILL+STATION,9059
412+Queen+Street+East+Toronto,SUMMERHILL+STATION,4653
702+Kennedy+Rd+Toronto,SUMMERHILL+STATION,14030
1322+Bloor+Street+West+Toronto,SUMMERHILL+STATION,5959
3576+St.+Clair+Avenue+East+Scarborough,SUMMERHILL+STATION,13305
805A+Wellington+Street+W+Toronto,SUMMERHILL+STATION,6414
422+Gilbert+Avenue+Toronto,SUMMERHILL+STATION,7512
1076+Pape+Avenue+Toronto,SUMMERHILL+STATION,5627
14+Vaughan+Road+Toronto,SUMMERHILL+STATION,3004
558+Bathurst+Street+Toronto,SUMMERHILL+STATION,4160
126+Pape+Avenue+Toronto,SUMMERHILL+STATION,6495
60+Newcastle+Street+Toronto,SUMMERHILL+STATION,13821
