or,de,Time
723+Queen+Street+West+Toronto,ST+ANDREW+STATION,1495
107+Jarvis+Street+Toronto,ST+ANDREW+STATION,945
Sherbourne+Street+Toronto,ST+ANDREW+STATION,1818
29+Leslie+Street+Toronto,ST+ANDREW+STATION,3743
2671+Islington+Avenue+Toronto,ST+ANDREW+STATION,15048
502+Spadina+Ave.+Toronto,ST+ANDREW+STATION,1680
191+Spadina+Road+Toronto,ST+ANDREW+STATION,2793
95+Wellesley+St.+E.+Toronto,ST+ANDREW+STATION,2065
23+Grange+Road+Toronto,ST+ANDREW+STATION,691
875+Queen+St+E+Toronto,ST+ANDREW+STATION,2783
7+Vanauley+Street+Toronto,ST+ANDREW+STATION,1025
21+Walmer+Rd.+Toronto,ST+ANDREW+STATION,2493
80+Woodlawn+Ave.+East+Toronto,ST+ANDREW+STATION,3498
6+Warrendale+Court+Etobicoke,ST+ANDREW+STATION,16094
348+Davenport+Rd.+Toronto,ST+ANDREW+STATION,2584
167+College+Street+Toronto,ST+ANDREW+STATION,1208
702+Kennedy+Road+Scarborough,ST+ANDREW+STATION,11405
265+Queens+Drive+Toronto,ST+ANDREW+STATION,10432
248+Dufferin+Street+Toronto,ST+ANDREW+STATION,2726
177+Caledonia+Rd+Toronto,ST+ANDREW+STATION,6482
747+Warden+Ave+Toronto,ST+ANDREW+STATION,10095
100+Lippincott+Street+Toronto,ST+CLAIR+STATION,3583
973+Lansdowne+Avenue+Toronto,ST+CLAIR+STATION,4364
43+Christie+Street+Toronto,ST+CLAIR+STATION,3288
1229+Ellesmere+Road+Toronto,ST+CLAIR+STATION,12222
1651+Sheppard+Ave+West+Toronto,ST+CLAIR+STATION,9545
4222+Kingston+Road+Toronto,ST+CLAIR+STATION,14967
38+Bathrust+St+Toronto,ST+CLAIR+STATION,5115
291+Sherbourne+Street+Toronto,ST+CLAIR+STATION,3177
3306+Kingston+Road+Toronto,ST+CLAIR+STATION,12120
339+George+Street+Toronto,ST+CLAIR+STATION,3121
129+Peter+St+Toronto,ST+CLAIR+STATION,4063
674+Dundas+St.+W+Toronto,ST+CLAIR+STATION,4075
616+Vaughan+Road+Toronto+Toronto,ST+CLAIR+STATION,3171
20+Gerrard+Street+East+Toronto,ST+CLAIR+STATION,2654
2714+Danforth+Avenue+Toronto,ST+CLAIR+STATION,6910
349+George+Street+Toronto,ST+CLAIR+STATION,3068
60+Brant+Street+Toronto,ST+CLAIR+STATION,4424
360+Lesmill+Road+North+York,ST+CLAIR+STATION,8417
25+Canterbury+Place+North+York,ST+CLAIR+STATION,7344
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+CLAIR+STATION,2540
512+Jarvis+St.+Toronto,ST+CLAIR+STATION,2241
86+Lombard+St.+Toronto,ST+CLAIR+STATION,3606
1161+Caledonia+Road+Toronto,ST+CLAIR+STATION,6371
412+Queen+Street+East+Toronto,ST+CLAIR+STATION,4124
702+Kennedy+Rd+Toronto,ST+CLAIR+STATION,10063
1322+Bloor+Street+West+Toronto,ST+CLAIR+STATION,4921
3576+St.+Clair+Avenue+East+Scarborough,ST+CLAIR+STATION,9533
805A+Wellington+Street+W+Toronto,ST+CLAIR+STATION,5505
422+Gilbert+Avenue+Toronto,ST+CLAIR+STATION,5110
1076+Pape+Avenue+Toronto,ST+CLAIR+STATION,4236
14+Vaughan+Road+Toronto,ST+CLAIR+STATION,1709
558+Bathurst+Street+Toronto,ST+CLAIR+STATION,3553
126+Pape+Avenue+Toronto,ST+CLAIR+STATION,5424
60+Newcastle+Street+Toronto,ST+CLAIR+STATION,10804
70+Gerrard+St.+E.+Toronto,ST+CLAIR+STATION,2781
3410+Bayview+Avenue+Toronto,ST+CLAIR+STATION,10276
525+Bloor+Street+East+Toronto,ST+CLAIR+STATION,2334
87+Pembroke+St+Toronto,ST+CLAIR+STATION,3225
101+Ontario+Street+Toronto,ST+CLAIR+STATION,3918
2808+Dundas+St+W+Toronto,ST+CLAIR+STATION,5378
723+Queen+Street+West+Toronto,ST+CLAIR+STATION,4729
107+Jarvis+Street+Toronto,ST+CLAIR+STATION,3678
Sherbourne+Street+Toronto,ST+CLAIR+STATION,3089
29+Leslie+Street+Toronto,ST+CLAIR+STATION,6096
2671+Islington+Avenue+Toronto,ST+CLAIR+STATION,13427
502+Spadina+Ave.+Toronto,ST+CLAIR+STATION,3290
191+Spadina+Road+Toronto,ST+CLAIR+STATION,1914
95+Wellesley+St.+E.+Toronto,ST+CLAIR+STATION,2322
23+Grange+Road+Toronto,ST+CLAIR+STATION,3644
875+Queen+St+E+Toronto,ST+CLAIR+STATION,5230
7+Vanauley+Street+Toronto,ST+CLAIR+STATION,4206
21+Walmer+Rd.+Toronto,ST+CLAIR+STATION,2492
80+Woodlawn+Ave.+East+Toronto,ST+CLAIR+STATION,515
6+Warrendale+Court+Etobicoke,ST+CLAIR+STATION,14473
348+Davenport+Rd.+Toronto,ST+CLAIR+STATION,1590
167+College+Street+Toronto,ST+CLAIR+STATION,3019
702+Kennedy+Road+Scarborough,ST+CLAIR+STATION,10063
265+Queens+Drive+Toronto,ST+CLAIR+STATION,8565
248+Dufferin+Street+Toronto,ST+CLAIR+STATION,6338
177+Caledonia+Rd+Toronto,ST+CLAIR+STATION,4314
747+Warden+Ave+Toronto,ST+CLAIR+STATION,8531
100+Lippincott+Street+Toronto,ST+CLAIR+WEST+STATION,2686
973+Lansdowne+Avenue+Toronto,ST+CLAIR+WEST+STATION,3241
43+Christie+Street+Toronto,ST+CLAIR+WEST+STATION,2240
1229+Ellesmere+Road+Toronto,ST+CLAIR+WEST+STATION,13517
1651+Sheppard+Ave+West+Toronto,ST+CLAIR+WEST+STATION,8708
4222+Kingston+Road+Toronto,ST+CLAIR+WEST+STATION,16390
38+Bathrust+St+Toronto,ST+CLAIR+WEST+STATION,4075
291+Sherbourne+Street+Toronto,ST+CLAIR+WEST+STATION,4253
3306+Kingston+Road+Toronto,ST+CLAIR+WEST+STATION,13543
339+George+Street+Toronto,ST+CLAIR+WEST+STATION,4197
129+Peter+St+Toronto,ST+CLAIR+WEST+STATION,3857
674+Dundas+St.+W+Toronto,ST+CLAIR+WEST+STATION,3236
616+Vaughan+Road+Toronto+Toronto,ST+CLAIR+WEST+STATION,1838
20+Gerrard+Street+East+Toronto,ST+CLAIR+WEST+STATION,3730
2714+Danforth+Avenue+Toronto,ST+CLAIR+WEST+STATION,8123
349+George+Street+Toronto,ST+CLAIR+WEST+STATION,4145
60+Brant+Street+Toronto,ST+CLAIR+WEST+STATION,3906
360+Lesmill+Road+North+York,ST+CLAIR+WEST+STATION,9712
25+Canterbury+Place+North+York,ST+CLAIR+WEST+STATION,8597
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+CLAIR+WEST+STATION,3616
512+Jarvis+St.+Toronto,ST+CLAIR+WEST+STATION,3317
86+Lombard+St.+Toronto,ST+CLAIR+WEST+STATION,4683
1161+Caledonia+Road+Toronto,ST+CLAIR+WEST+STATION,5038
412+Queen+Street+East+Toronto,ST+CLAIR+WEST+STATION,5200
702+Kennedy+Rd+Toronto,ST+CLAIR+WEST+STATION,11486
1322+Bloor+Street+West+Toronto,ST+CLAIR+WEST+STATION,3876
3576+St.+Clair+Avenue+East+Scarborough,ST+CLAIR+WEST+STATION,10956
805A+Wellington+Street+W+Toronto,ST+CLAIR+WEST+STATION,4464
422+Gilbert+Avenue+Toronto,ST+CLAIR+WEST+STATION,3777
1076+Pape+Avenue+Toronto,ST+CLAIR+WEST+STATION,5658
14+Vaughan+Road+Toronto,ST+CLAIR+WEST+STATION,431
558+Bathurst+Street+Toronto,ST+CLAIR+WEST+STATION,2512
126+Pape+Avenue+Toronto,ST+CLAIR+WEST+STATION,6570
60+Newcastle+Street+Toronto,ST+CLAIR+WEST+STATION,9762
70+Gerrard+St.+E.+Toronto,ST+CLAIR+WEST+STATION,3857
3410+Bayview+Avenue+Toronto,ST+CLAIR+WEST+STATION,11505
525+Bloor+Street+East+Toronto,ST+CLAIR+WEST+STATION,3411
87+Pembroke+St+Toronto,ST+CLAIR+WEST+STATION,4301
101+Ontario+Street+Toronto,ST+CLAIR+WEST+STATION,4994
2808+Dundas+St+W+Toronto,ST+CLAIR+WEST+STATION,4111
723+Queen+Street+West+Toronto,ST+CLAIR+WEST+STATION,3688
107+Jarvis+Street+Toronto,ST+CLAIR+WEST+STATION,4755
Sherbourne+Street+Toronto,ST+CLAIR+WEST+STATION,4165
29+Leslie+Street+Toronto,ST+CLAIR+WEST+STATION,7233
2671+Islington+Avenue+Toronto,ST+CLAIR+WEST+STATION,12110
502+Spadina+Ave.+Toronto,ST+CLAIR+WEST+STATION,2736
191+Spadina+Road+Toronto,ST+CLAIR+WEST+STATION,1365
95+Wellesley+St.+E.+Toronto,ST+CLAIR+WEST+STATION,3399
23+Grange+Road+Toronto,ST+CLAIR+WEST+STATION,3642
875+Queen+St+E+Toronto,ST+CLAIR+WEST+STATION,6306
7+Vanauley+Street+Toronto,ST+CLAIR+WEST+STATION,3780
21+Walmer+Rd.+Toronto,ST+CLAIR+WEST+STATION,1940
80+Woodlawn+Ave.+East+Toronto,ST+CLAIR+WEST+STATION,1941
6+Warrendale+Court+Etobicoke,ST+CLAIR+WEST+STATION,13156
348+Davenport+Rd.+Toronto,ST+CLAIR+WEST+STATION,1484
167+College+Street+Toronto,ST+CLAIR+WEST+STATION,3104
702+Kennedy+Road+Scarborough,ST+CLAIR+WEST+STATION,11486
265+Queens+Drive+Toronto,ST+CLAIR+WEST+STATION,7232
248+Dufferin+Street+Toronto,ST+CLAIR+WEST+STATION,5292
177+Caledonia+Rd+Toronto,ST+CLAIR+WEST+STATION,2997
747+Warden+Ave+Toronto,ST+CLAIR+WEST+STATION,9954
100+Lippincott+Street+Toronto,ST+GEORGE+STATION,1405
973+Lansdowne+Avenue+Toronto,ST+GEORGE+STATION,3426
43+Christie+Street+Toronto,ST+GEORGE+STATION,1393
1229+Ellesmere+Road+Toronto,ST+GEORGE+STATION,14168
1651+Sheppard+Ave+West+Toronto,ST+GEORGE+STATION,10460
4222+Kingston+Road+Toronto,ST+GEORGE+STATION,15337
38+Bathrust+St+Toronto,ST+GEORGE+STATION,2858
291+Sherbourne+Street+Toronto,ST+GEORGE+STATION,2472
3306+Kingston+Road+Toronto,ST+GEORGE+STATION,12489
339+George+Street+Toronto,ST+GEORGE+STATION,2389
129+Peter+St+Toronto,ST+GEORGE+STATION,1869
674+Dundas+St.+W+Toronto,ST+GEORGE+STATION,1855
616+Vaughan+Road+Toronto+Toronto,ST+GEORGE+STATION,3586
20+Gerrard+Street+East+Toronto,ST+GEORGE+STATION,1838
2714+Danforth+Avenue+Toronto,ST+GEORGE+STATION,6446
349+George+Street+Toronto,ST+GEORGE+STATION,2337
60+Brant+Street+Toronto,ST+GEORGE+STATION,2204
360+Lesmill+Road+North+York,ST+GEORGE+STATION,10527
25+Canterbury+Place+North+York,ST+GEORGE+STATION,9412
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+GEORGE+STATION,1930
512+Jarvis+St.+Toronto,ST+GEORGE+STATION,1624
86+Lombard+St.+Toronto,ST+GEORGE+STATION,2842
1161+Caledonia+Road+Toronto,ST+GEORGE+STATION,6790
412+Queen+Street+East+Toronto,ST+GEORGE+STATION,3420
702+Kennedy+Rd+Toronto,ST+GEORGE+STATION,10805
1322+Bloor+Street+West+Toronto,ST+GEORGE+STATION,2849
3576+St.+Clair+Avenue+East+Scarborough,ST+GEORGE+STATION,10092
805A+Wellington+Street+W+Toronto,ST+GEORGE+STATION,3247
422+Gilbert+Avenue+Toronto,ST+GEORGE+STATION,5466
1076+Pape+Avenue+Toronto,ST+GEORGE+STATION,4189
14+Vaughan+Road+Toronto,ST+GEORGE+STATION,1925
558+Bathurst+Street+Toronto,ST+GEORGE+STATION,1392
126+Pape+Avenue+Toronto,ST+GEORGE+STATION,4883
60+Newcastle+Street+Toronto,ST+GEORGE+STATION,8727
70+Gerrard+St.+E.+Toronto,ST+GEORGE+STATION,2050
3410+Bayview+Avenue+Toronto,ST+GEORGE+STATION,12320
525+Bloor+Street+East+Toronto,ST+GEORGE+STATION,1724
87+Pembroke+St+Toronto,ST+GEORGE+STATION,2520
101+Ontario+Street+Toronto,ST+GEORGE+STATION,3214
2808+Dundas+St+W+Toronto,ST+GEORGE+STATION,4412
723+Queen+Street+West+Toronto,ST+GEORGE+STATION,2471
107+Jarvis+Street+Toronto,ST+GEORGE+STATION,2937
Sherbourne+Street+Toronto,ST+GEORGE+STATION,2384
29+Leslie+Street+Toronto,ST+GEORGE+STATION,5547
2671+Islington+Avenue+Toronto,ST+GEORGE+STATION,13624
502+Spadina+Ave.+Toronto,ST+GEORGE+STATION,1087
191+Spadina+Road+Toronto,ST+GEORGE+STATION,761
95+Wellesley+St.+E.+Toronto,ST+GEORGE+STATION,1642
23+Grange+Road+Toronto,ST+GEORGE+STATION,1563
875+Queen+St+E+Toronto,ST+GEORGE+STATION,4619
7+Vanauley+Street+Toronto,ST+GEORGE+STATION,1986
21+Walmer+Rd.+Toronto,ST+GEORGE+STATION,559
80+Woodlawn+Ave.+East+Toronto,ST+GEORGE+STATION,2035
6+Warrendale+Court+Etobicoke,ST+GEORGE+STATION,14670
348+Davenport+Rd.+Toronto,ST+GEORGE+STATION,751
167+College+Street+Toronto,ST+GEORGE+STATION,1026
702+Kennedy+Road+Scarborough,ST+GEORGE+STATION,10805
265+Queens+Drive+Toronto,ST+GEORGE+STATION,9008
248+Dufferin+Street+Toronto,ST+GEORGE+STATION,4254
177+Caledonia+Rd+Toronto,ST+GEORGE+STATION,4558
747+Warden+Ave+Toronto,ST+GEORGE+STATION,9273
100+Lippincott+Street+Toronto,ST+PATRICK+STATION,1483
973+Lansdowne+Avenue+Toronto,ST+PATRICK+STATION,4540
43+Christie+Street+Toronto,ST+PATRICK+STATION,2700
1229+Ellesmere+Road+Toronto,ST+PATRICK+STATION,14638
1651+Sheppard+Ave+West+Toronto,ST+PATRICK+STATION,11824
4222+Kingston+Road+Toronto,ST+PATRICK+STATION,15331
38+Bathrust+St+Toronto,ST+PATRICK+STATION,1942
291+Sherbourne+Street+Toronto,ST+PATRICK+STATION,1334
3306+Kingston+Road+Toronto,ST+PATRICK+STATION,12536
339+George+Street+Toronto,ST+PATRICK+STATION,1148
129+Peter+St+Toronto,ST+PATRICK+STATION,801
674+Dundas+St.+W+Toronto,ST+PATRICK+STATION,968
616+Vaughan+Road+Toronto+Toronto,ST+PATRICK+STATION,4955
20+Gerrard+Street+East+Toronto,ST+PATRICK+STATION,725
2714+Danforth+Avenue+Toronto,ST+PATRICK+STATION,6831
349+George+Street+Toronto,ST+PATRICK+STATION,1195
60+Brant+Street+Toronto,ST+PATRICK+STATION,1210
360+Lesmill+Road+North+York,ST+PATRICK+STATION,11290
25+Canterbury+Place+North+York,ST+PATRICK+STATION,10310
"490+Sherbourne+Street,+2nd+floor+Toronto",ST+PATRICK+STATION,1767
512+Jarvis+St.+Toronto,ST+PATRICK+STATION,1615
86+Lombard+St.+Toronto,ST+PATRICK+STATION,1199
1161+Caledonia+Road+Toronto,ST+PATRICK+STATION,8155
412+Queen+Street+East+Toronto,ST+PATRICK+STATION,1837
702+Kennedy+Rd+Toronto,ST+PATRICK+STATION,11372
1322+Bloor+Street+West+Toronto,ST+PATRICK+STATION,3923
3576+St.+Clair+Avenue+East+Scarborough,ST+PATRICK+STATION,10432
805A+Wellington+Street+W+Toronto,ST+PATRICK+STATION,2327
422+Gilbert+Avenue+Toronto,ST+PATRICK+STATION,6922
1076+Pape+Avenue+Toronto,ST+PATRICK+STATION,4659
14+Vaughan+Road+Toronto,ST+PATRICK+STATION,3355
558+Bathurst+Street+Toronto,ST+PATRICK+STATION,1645
126+Pape+Avenue+Toronto,ST+PATRICK+STATION,3448
60+Newcastle+Street+Toronto,ST+PATRICK+STATION,8551
70+Gerrard+St.+E.+Toronto,ST+PATRICK+STATION,947
3410+Bayview+Avenue+Toronto,ST+PATRICK+STATION,13144
525+Bloor+Street+East+Toronto,ST+PATRICK+STATION,2289
87+Pembroke+St+Toronto,ST+PATRICK+STATION,1149
101+Ontario+Street+Toronto,ST+PATRICK+STATION,1591
2808+Dundas+St+W+Toronto,ST+PATRICK+STATION,5214
723+Queen+Street+West+Toronto,ST+PATRICK+STATION,1555
107+Jarvis+Street+Toronto,ST+PATRICK+STATION,1273
Sherbourne+Street+Toronto,ST+PATRICK+STATION,1325
29+Leslie+Street+Toronto,ST+PATRICK+STATION,4020
2671+Islington+Avenue+Toronto,ST+PATRICK+STATION,14588
502+Spadina+Ave.+Toronto,ST+PATRICK+STATION,1052
191+Spadina+Road+Toronto,ST+PATRICK+STATION,2165
95+Wellesley+St.+E.+Toronto,ST+PATRICK+STATION,1442
23+Grange+Road+Toronto,ST+PATRICK+STATION,416
875+Queen+St+E+Toronto,ST+PATRICK+STATION,3066
7+Vanauley+Street+Toronto,ST+PATRICK+STATION,1079
21+Walmer+Rd.+Toronto,ST+PATRICK+STATION,1866
80+Woodlawn+Ave.+East+Toronto,ST+PATRICK+STATION,2875
6+Warrendale+Court+Etobicoke,ST+PATRICK+STATION,15635
348+Davenport+Rd.+Toronto,ST+PATRICK+STATION,1956
167+College+Street+Toronto,ST+PATRICK+STATION,580
702+Kennedy+Road+Scarborough,ST+PATRICK+STATION,11372
265+Queens+Drive+Toronto,ST+PATRICK+STATION,9973
248+Dufferin+Street+Toronto,ST+PATRICK+STATION,3331
177+Caledonia+Rd+Toronto,ST+PATRICK+STATION,6022
747+Warden+Ave+Toronto,ST+PATRICK+STATION,9743
100+Lippincott+Street+Toronto,SUMMERHILL+STATION,3178
973+Lansdowne+Avenue+Toronto,SUMMERHILL+STATION,3995
43+Christie+Street+Toronto,SUMMERHILL+STATION,2913
1229+Ellesmere+Road+Toronto,SUMMERHILL+STATION,12614
1651+Sheppard+Ave+West+Toronto,SUMMERHILL+STATION,10019
4222+Kingston+Road+Toronto,SUMMERHILL+STATION,15308
38+Bathrust+St+Toronto,SUMMERHILL+STATION,4583
291+Sherbourne+Street+Toronto,SUMMERHILL+STATION,2684
3306+Kingston+Road+Toronto,SUMMERHILL+STATION,12460
339+George+Street+Toronto,SUMMERHILL+STATION,2628
129+Peter+St+Toronto,SUMMERHILL+STATION,3569
674+Dundas+St.+W+Toronto,SUMMERHILL+STATION,3580
616+Vaughan+Road+Toronto+Toronto,SUMMERHILL+STATION,3646
20+Gerrard+Street+East+Toronto,SUMMERHILL+STATION,2162
2714+Danforth+Avenue+Toronto,SUMMERHILL+STATION,6417
349+George+Street+Toronto,SUMMERHILL+STATION,2576
60+Brant+Street+Toronto,SUMMERHILL+STATION,3929
360+Lesmill+Road+North+York,SUMMERHILL+STATION,8809
25+Canterbury+Place+North+York,SUMMERHILL+STATION,7818
"490+Sherbourne+Street,+2nd+floor+Toronto",SUMMERHILL+STATION,2048
512+Jarvis+St.+Toronto,SUMMERHILL+STATION,1748
86+Lombard+St.+Toronto,SUMMERHILL+STATION,3114
1161+Caledonia+Road+Toronto,SUMMERHILL+STATION,6642
412+Queen+Street+East+Toronto,SUMMERHILL+STATION,3631
702+Kennedy+Rd+Toronto,SUMMERHILL+STATION,10455
1322+Bloor+Street+West+Toronto,SUMMERHILL+STATION,4546
3576+St.+Clair+Avenue+East+Scarborough,SUMMERHILL+STATION,9925
805A+Wellington+Street+W+Toronto,SUMMERHILL+STATION,4972
422+Gilbert+Avenue+Toronto,SUMMERHILL+STATION,5584
1076+Pape+Avenue+Toronto,SUMMERHILL+STATION,4160
14+Vaughan+Road+Toronto,SUMMERHILL+STATION,2183
558+Bathurst+Street+Toronto,SUMMERHILL+STATION,3177
126+Pape+Avenue+Toronto,SUMMERHILL+STATION,4931
60+Newcastle+Street+Toronto,SUMMERHILL+STATION,10428
70+Gerrard+St.+E.+Toronto,SUMMERHILL+STATION,2289
3410+Bayview+Avenue+Toronto,SUMMERHILL+STATION,10662
525+Bloor+Street+East+Toronto,SUMMERHILL+STATION,1842
87+Pembroke+St+Toronto,SUMMERHILL+STATION,2732
101+Ontario+Street+Toronto,SUMMERHILL+STATION,3426
2808+Dundas+St+W+Toronto,SUMMERHILL+STATION,4981
723+Queen+Street+West+Toronto,SUMMERHILL+STATION,4196
107+Jarvis+Street+Toronto,SUMMERHILL+STATION,3186
Sherbourne+Street+Toronto,SUMMERHILL+STATION,2596
29+Leslie+Street+Toronto,SUMMERHILL+STATION,5604
2671+Islington+Avenue+Toronto,SUMMERHILL+STATION,13901
502+Spadina+Ave.+Toronto,SUMMERHILL+STATION,2860
191+Spadina+Road+Toronto,SUMMERHILL+STATION,1531
95+Wellesley+St.+E.+Toronto,SUMMERHILL+STATION,1830
23+Grange+Road+Toronto,SUMMERHILL+STATION,3149
875+Queen+St+E+Toronto,SUMMERHILL+STATION,4738
7+Vanauley+Street+Toronto,SUMMERHILL+STATION,3711
21+Walmer+Rd.+Toronto,SUMMERHILL+STATION,2126
80+Woodlawn+Ave.+East+Toronto,SUMMERHILL+STATION,363
6+Warrendale+Court+Etobicoke,SUMMERHILL+STATION,14947
348+Davenport+Rd.+Toronto,SUMMERHILL+STATION,1185
167+College+Street+Toronto,SUMMERHILL+STATION,2524
702+Kennedy+Road+Scarborough,SUMMERHILL+STATION,10455
265+Queens+Drive+Toronto,SUMMERHILL+STATION,9040
248+Dufferin+Street+Toronto,SUMMERHILL+STATION,5963
177+Caledonia+Rd+Toronto,SUMMERHILL+STATION,4788
747+Warden+Ave+Toronto,SUMMERHILL+STATION,8922
100+Lippincott+Street+Toronto,UNION+STATION,1143635
973+Lansdowne+Avenue+Toronto,UNION+STATION,1141598
43+Christie+Street+Toronto,UNION+STATION,1142744
1229+Ellesmere+Road+Toronto,UNION+STATION,1156997
1651+Sheppard+Ave+West+Toronto,UNION+STATION,1143057
4222+Kingston+Road+Toronto,UNION+STATION,1159088
38+Bathrust+St+Toronto,UNION+STATION,1143346
291+Sherbourne+Street+Toronto,UNION+STATION,1145858
3306+Kingston+Road+Toronto,UNION+STATION,1156241
339+George+Street+Toronto,UNION+STATION,1145717
129+Peter+St+Toronto,UNION+STATION,1143911
674+Dundas+St.+W+Toronto,UNION+STATION,1143621
616+Vaughan+Road+Toronto+Toronto,UNION+STATION,1143552
20+Gerrard+Street+East+Toronto,UNION+STATION,1145272
2714+Danforth+Avenue+Toronto,UNION+STATION,1150198
349+George+Street+Toronto,UNION+STATION,1145764
60+Brant+Street+Toronto,UNION+STATION,1143613
360+Lesmill+Road+North+York,UNION+STATION,1151765
25+Canterbury+Place+North+York,UNION+STATION,1147533
"490+Sherbourne+Street,+2nd+floor+Toronto",UNION+STATION,1145682
512+Jarvis+St.+Toronto,UNION+STATION,1145376
86+Lombard+St.+Toronto,UNION+STATION,1145219
1161+Caledonia+Road+Toronto,UNION+STATION,1143012
412+Queen+Street+East+Toronto,UNION+STATION,1145868
702+Kennedy+Rd+Toronto,UNION+STATION,1155388
1322+Bloor+Street+West+Toronto,UNION+STATION,1141070
3576+St.+Clair+Avenue+East+Scarborough,UNION+STATION,1153844
805A+Wellington+Street+W+Toronto,UNION+STATION,1142740
422+Gilbert+Avenue+Toronto,UNION+STATION,1142330
1076+Pape+Avenue+Toronto,UNION+STATION,1147941
14+Vaughan+Road+Toronto,UNION+STATION,1143385
558+Bathurst+Street+Toronto,UNION+STATION,1143663
126+Pape+Avenue+Toronto,UNION+STATION,1147559
60+Newcastle+Street+Toronto,UNION+STATION,1136780
70+Gerrard+St.+E.+Toronto,UNION+STATION,1145484
3410+Bayview+Avenue+Toronto,UNION+STATION,1148709
525+Bloor+Street+East+Toronto,UNION+STATION,1145476
87+Pembroke+St+Toronto,UNION+STATION,1145731
101+Ontario+Street+Toronto,UNION+STATION,1145605
2808+Dundas+St+W+Toronto,UNION+STATION,1140476
723+Queen+Street+West+Toronto,UNION+STATION,1143031
107+Jarvis+Street+Toronto,UNION+STATION,1145301
Sherbourne+Street+Toronto,UNION+STATION,1145818
29+Leslie+Street+Toronto,UNION+STATION,1148040
2671+Islington+Avenue+Toronto,UNION+STATION,1137898
502+Spadina+Ave.+Toronto,UNION+STATION,1143995
191+Spadina+Road+Toronto,UNION+STATION,1144066
95+Wellesley+St.+E.+Toronto,UNION+STATION,1145386
23+Grange+Road+Toronto,UNION+STATION,1144228
875+Queen+St+E+Toronto,UNION+STATION,1147079
7+Vanauley+Street+Toronto,UNION+STATION,1143553
21+Walmer+Rd.+Toronto,UNION+STATION,1143593
80+Woodlawn+Ave.+East+Toronto,UNION+STATION,1145444
6+Warrendale+Court+Etobicoke,UNION+STATION,1136967
348+Davenport+Rd.+Toronto,UNION+STATION,1144411
167+College+Street+Toronto,UNION+STATION,1144386
702+Kennedy+Road+Scarborough,UNION+STATION,1155388
265+Queens+Drive+Toronto,UNION+STATION,1140849
248+Dufferin+Street+Toronto,UNION+STATION,1141750
177+Caledonia+Rd+Toronto,UNION+STATION,1142394
747+Warden+Ave+Toronto,UNION+STATION,1153025
100+Lippincott+Street+Toronto,VAUGHAN+MC+STATION,20044
973+Lansdowne+Avenue+Toronto,VAUGHAN+MC+STATION,17692
43+Christie+Street+Toronto,VAUGHAN+MC+STATION,19371
1229+Ellesmere+Road+Toronto,VAUGHAN+MC+STATION,21486
1651+Sheppard+Ave+West+Toronto,VAUGHAN+MC+STATION,10521
4222+Kingston+Road+Toronto,VAUGHAN+MC+STATION,26946
38+Bathrust+St+Toronto,VAUGHAN+MC+STATION,21433
291+Sherbourne+Street+Toronto,VAUGHAN+MC+STATION,21570
3306+Kingston+Road+Toronto,VAUGHAN+MC+STATION,26283
339+George+Street+Toronto,VAUGHAN+MC+STATION,21514
129+Peter+St+Toronto,VAUGHAN+MC+STATION,21375
674+Dundas+St.+W+Toronto,VAUGHAN+MC+STATION,20594
616+Vaughan+Road+Toronto+Toronto,VAUGHAN+MC+STATION,16379
20+Gerrard+Street+East+Toronto,VAUGHAN+MC+STATION,21048
2714+Danforth+Avenue+Toronto,VAUGHAN+MC+STATION,24328
349+George+Street+Toronto,VAUGHAN+MC+STATION,21462
60+Brant+Street+Toronto,VAUGHAN+MC+STATION,21264
360+Lesmill+Road+North+York,VAUGHAN+MC+STATION,15830
25+Canterbury+Place+North+York,VAUGHAN+MC+STATION,11618
"490+Sherbourne+Street,+2nd+floor+Toronto",VAUGHAN+MC+STATION,20934
512+Jarvis+St.+Toronto,VAUGHAN+MC+STATION,20634
86+Lombard+St.+Toronto,VAUGHAN+MC+STATION,22000
1161+Caledonia+Road+Toronto,VAUGHAN+MC+STATION,13742
412+Queen+Street+East+Toronto,VAUGHAN+MC+STATION,22517
702+Kennedy+Rd+Toronto,VAUGHAN+MC+STATION,23677
1322+Bloor+Street+West+Toronto,VAUGHAN+MC+STATION,18334
3576+St.+Clair+Avenue+East+Scarborough,VAUGHAN+MC+STATION,24835
805A+Wellington+Street+W+Toronto,VAUGHAN+MC+STATION,21153
422+Gilbert+Avenue+Toronto,VAUGHAN+MC+STATION,15480
1076+Pape+Avenue+Toronto,VAUGHAN+MC+STATION,21307
14+Vaughan+Road+Toronto,VAUGHAN+MC+STATION,17781
558+Bathurst+Street+Toronto,VAUGHAN+MC+STATION,19870
126+Pape+Avenue+Toronto,VAUGHAN+MC+STATION,23817
60+Newcastle+Street+Toronto,VAUGHAN+MC+STATION,22554
70+Gerrard+St.+E.+Toronto,VAUGHAN+MC+STATION,21175
3410+Bayview+Avenue+Toronto,VAUGHAN+MC+STATION,11659
525+Bloor+Street+East+Toronto,VAUGHAN+MC+STATION,20728
87+Pembroke+St+Toronto,VAUGHAN+MC+STATION,21618
101+Ontario+Street+Toronto,VAUGHAN+MC+STATION,22312
2808+Dundas+St+W+Toronto,VAUGHAN+MC+STATION,17143
